point_id,emission,lat,lon,river_name
7373,0.124316,2.6829166667442337,95.78458333332684,
7374,0.257428,2.6937500000777845,99.94958333332691,Leidong
7375,0.293666,2.693749996562872,111.37833333332615,
7376,2.63032,2.707083333411333,95.7620833333268,
7377,0.509818,2.712083333411499,111.46374999999284,
7378,0.135061,2.713750000078221,97.64458333332698,
7379,0.599413,2.7145833334116105,96.114583333327,Lajambaung River
7380,32.874,2.717083333411665,111.47291666665984,
7381,0.242032,2.7220833334116605,95.75124999999366,
7382,38.4021,2.7245833298963475,111.2841666666596,
7383,0.83929,2.7270833334118265,97.6412499999937,
7384,0.147148,2.7387499965629445,125.360833333326,
7385,3.30228,2.742916666745544,111.37208333332616,
7386,0.436534,2.750416666745764,96.10374999999344,Lajambaung River
7387,23.4679,2.750416666745764,99.97791666665997,Leidong
7388,1.13363,2.7512500000791533,111.5070833333262,
7389,0.337789,2.7595833334125928,96.04458333332678,Lajambaung River
7390,0.194571,2.7595833334125928,97.63374999999364,
7391,0.122942,2.7604166667459253,96.05374999999378,Lajambaung River
7392,0.137106,2.762083333412818,111.35958333332628,
7393,0.329118,2.7704166667460868,111.55458333332638,
7394,1.49259,2.7795833334130293,111.57291666665958,
